20
0.0 97.0 59.0 175.0 42.0 102.0 102.0 97.0 68.0 108.0 125.0 65.0 92.0 116.0 70.0 71.0 152.0 85.0 82.0 35.0
97.0 0.0 123.0 51.0 92.0 85.0 167.0 86.0 170.0 56.0 117.0 82.0 134.0 35.0 117.0 21.0 73.0 96.0 73.0 39.0
59.0 123.0 0.0 121.0 71.0 74.0 167.0 139.0 94.0 15.0 84.0 125.0 141.0 117.0 125.0 111.0 82.0 159.0 120.0 152.0
175.0 51.0 121.0 0.0 110.0 111.0 118.0 2.0 98.0 30.0 32.0 79.0 56.0 102.0 102.0 64.0 80.0 86.0 98.0 123.0
42.0 92.0 71.0 110.0 0.0 124.0 75.0 86.0 159.0 24.0 121.0 69.0 42.0 142.0 86.0 109.0 37.0 54.0 123.0 75.0
102.0 85.0 74.0 111.0 124.0 0.0 102.0 58.0 5.0 105.0 46.0 99.0 159.0 97.0 69.0 6.0 92.0 79.0 81.0 81.0
102.0 167.0 167.0 118.0 75.0 102.0 0.0 141.0 21.0 6.0 101.0 73.0 143.0 0.0 15.0 122.0 68.0 66.0 72.0 156.0
97.0 86.0 139.0 2.0 86.0 58.0 141.0 0.0 125.0 117.0 171.0 101.0 110.0 147.0 100.0 35.0 135.0 156.0 43.0 112.0
68.0 170.0 94.0 98.0 159.0 5.0 21.0 125.0 0.0 61.0 84.0 101.0 73.0 122.0 67.0 86.0 120.0 55.0 142.0 83.0
108.0 56.0 15.0 30.0 24.0 105.0 6.0 117.0 61.0 0.0 95.0 94.0 60.0 74.0 74.0 110.0 104.0 21.0 27.0 153.0
125.0 117.0 84.0 32.0 121.0 46.0 101.0 171.0 84.0 95.0 0.0 50.0 136.0 124.0 35.0 122.0 22.0 86.0 41.0 137.0
65.0 82.0 125.0 79.0 69.0 99.0 73.0 101.0 101.0 94.0 50.0 0.0 117.0 82.0 102.0 100.0 4.0 94.0 51.0 164.0
92.0 134.0 141.0 56.0 42.0 159.0 143.0 110.0 73.0 60.0 136.0 117.0 0.0 29.0 53.0 91.0 124.0 122.0 92.0 55.0
116.0 35.0 117.0 102.0 142.0 97.0 0.0 147.0 122.0 74.0 124.0 82.0 29.0 0.0 121.0 140.0 31.0 72.0 84.0 145.0
70.0 117.0 125.0 102.0 86.0 69.0 15.0 100.0 67.0 74.0 35.0 102.0 53.0 121.0 0.0 156.0 78.0 84.0 137.0 51.0
71.0 21.0 111.0 64.0 109.0 6.0 122.0 35.0 86.0 110.0 122.0 100.0 91.0 140.0 156.0 0.0 48.0 162.0 139.0 96.0
152.0 73.0 82.0 80.0 37.0 92.0 68.0 135.0 120.0 104.0 22.0 4.0 124.0 31.0 78.0 48.0 0.0 86.0 32.0 104.0
85.0 96.0 159.0 86.0 54.0 79.0 66.0 156.0 55.0 21.0 86.0 94.0 122.0 72.0 84.0 162.0 86.0 0.0 80.0 27.0
82.0 73.0 120.0 98.0 123.0 81.0 72.0 43.0 142.0 27.0 41.0 51.0 92.0 84.0 137.0 139.0 32.0 80.0 0.0 113.0
35.0 39.0 152.0 123.0 75.0 81.0 156.0 112.0 83.0 153.0 137.0 164.0 55.0 145.0 51.0 96.0 104.0 27.0 113.0 0.0
0.0 127.0 169.0 110.0 52.0 49.0 131.0 85.0 101.0 13.0 15.0 94.0 24.0 42.0 120.0 19.0 171.0 50.0 122.0 157.0
127.0 0.0 136.0 179.0 20.0 157.0 119.0 170.0 126.0 84.0 29.0 100.0 122.0 159.0 146.0 88.0 114.0 142.0 81.0 114.0
169.0 136.0 0.0 49.0 52.0 162.0 103.0 58.0 120.0 57.0 34.0 148.0 66.0 68.0 78.0 138.0 80.0 126.0 126.0 42.0
110.0 179.0 49.0 0.0 114.0 168.0 47.0 9.0 30.0 70.0 115.0 89.0 27.0 33.0 126.0 83.0 105.0 64.0 96.0 64.0
52.0 20.0 52.0 114.0 0.0 101.0 77.0 148.0 76.0 107.0 121.0 141.0 134.0 84.0 96.0 41.0 143.0 113.0 140.0 165.0
49.0 157.0 162.0 168.0 101.0 0.0 89.0 87.0 24.0 31.0 128.0 117.0 73.0 37.0 93.0 93.0 0.0 100.0 172.0 115.0
131.0 119.0 103.0 47.0 77.0 89.0 0.0 79.0 173.0 166.0 126.0 83.0 138.0 115.0 166.0 75.0 96.0 77.0 91.0 108.0
85.0 170.0 58.0 9.0 148.0 87.0 79.0 0.0 72.0 145.0 98.0 64.0 68.0 39.0 37.0 98.0 0.0 11.0 60.0 0.0
101.0 126.0 120.0 30.0 76.0 24.0 173.0 72.0 0.0 78.0 110.0 97.0 102.0 89.0 87.0 117.0 123.0 102.0 42.0 108.0
13.0 84.0 57.0 70.0 107.0 31.0 166.0 145.0 78.0 0.0 33.0 82.0 106.0 110.0 46.0 0.0 191.0 134.0 153.0 29.0
15.0 29.0 34.0 115.0 121.0 128.0 126.0 98.0 110.0 33.0 0.0 97.0 85.0 119.0 92.0 15.0 42.0 135.0 122.0 75.0
94.0 100.0 148.0 89.0 141.0 117.0 83.0 64.0 97.0 82.0 97.0 0.0 70.0 71.0 97.0 81.0 36.0 121.0 129.0 59.0
24.0 122.0 66.0 27.0 134.0 73.0 138.0 68.0 102.0 106.0 85.0 70.0 0.0 115.0 173.0 38.0 157.0 87.0 120.0 81.0
42.0 159.0 68.0 33.0 84.0 37.0 115.0 39.0 89.0 110.0 119.0 71.0 115.0 0.0 42.0 34.0 30.0 70.0 149.0 117.0
120.0 146.0 78.0 126.0 96.0 93.0 166.0 37.0 87.0 46.0 92.0 97.0 173.0 42.0 0.0 48.0 90.0 167.0 46.0 101.0
19.0 88.0 138.0 83.0 41.0 93.0 75.0 98.0 117.0 0.0 15.0 81.0 38.0 34.0 48.0 0.0 65.0 56.0 107.0 140.0
171.0 114.0 80.0 105.0 143.0 0.0 96.0 0.0 123.0 191.0 42.0 36.0 157.0 30.0 90.0 65.0 0.0 44.0 14.0 138.0
