20
0.0 115.0 141.0 47.0 37.0 117.0 94.0 136.0 126.0 139.0 6.0 95.0 97.0 46.0 148.0 8.0 93.0 97.0 78.0 42.0
115.0 0.0 36.0 165.0 44.0 83.0 23.0 68.0 77.0 70.0 86.0 42.0 0.0 124.0 103.0 83.0 65.0 107.0 85.0 140.0
141.0 36.0 0.0 55.0 111.0 53.0 165.0 45.0 162.0 46.0 61.0 97.0 75.0 74.0 83.0 104.0 52.0 106.0 90.0 92.0
47.0 165.0 55.0 0.0 164.0 138.0 95.0 118.0 98.0 133.0 97.0 104.0 25.0 26.0 149.0 67.0 83.0 82.0 75.0 91.0
37.0 44.0 111.0 164.0 0.0 80.0 75.0 29.0 68.0 115.0 52.0 145.0 87.0 102.0 80.0 19.0 169.0 40.0 48.0 136.0
117.0 83.0 53.0 138.0 80.0 0.0 43.0 139.0 89.0 2.0 73.0 141.0 81.0 64.0 59.0 158.0 101.0 30.0 61.0 127.0
94.0 23.0 165.0 95.0 75.0 43.0 0.0 96.0 109.0 96.0 194.0 95.0 140.0 77.0 21.0 42.0 142.0 99.0 102.0 188.0
136.0 68.0 45.0 118.0 29.0 139.0 96.0 0.0 67.0 134.0 43.0 61.0 86.0 89.0 177.0 96.0 17.0 94.0 12.0 168.0
126.0 77.0 162.0 98.0 68.0 89.0 109.0 67.0 0.0 105.0 78.0 99.0 161.0 94.0 157.0 44.0 155.0 102.0 99.0 77.0
139.0 70.0 46.0 133.0 115.0 2.0 96.0 134.0 105.0 0.0 72.0 98.0 45.0 97.0 67.0 94.0 102.0 44.0 96.0 125.0
6.0 86.0 61.0 97.0 52.0 73.0 194.0 43.0 78.0 72.0 0.0 51.0 83.0 84.0 112.0 51.0 41.0 157.0 95.0 86.0
95.0 42.0 97.0 104.0 145.0 141.0 95.0 61.0 99.0 98.0 51.0 0.0 135.0 91.0 102.0 80.0 115.0 92.0 109.0 56.0
97.0 0.0 75.0 25.0 87.0 81.0 140.0 86.0 161.0 45.0 83.0 135.0 0.0 114.0 74.0 47.0 26.0 74.0 34.0 122.0
46.0 124.0 74.0 26.0 102.0 64.0 77.0 89.0 94.0 97.0 84.0 91.0 114.0 0.0 89.0 118.0 94.0 115.0 54.0 148.0
148.0 103.0 83.0 149.0 80.0 59.0 21.0 177.0 157.0 67.0 112.0 102.0 74.0 89.0 0.0 142.0 60.0 87.0 129.0 87.0
8.0 83.0 104.0 67.0 19.0 158.0 42.0 96.0 44.0 94.0 51.0 80.0 47.0 118.0 142.0 0.0 190.0 134.0 86.0 82.0
93.0 65.0 52.0 83.0 169.0 101.0 142.0 17.0 155.0 102.0 41.0 115.0 26.0 94.0 60.0 190.0 0.0 77.0 97.0 75.0
97.0 107.0 106.0 82.0 40.0 30.0 99.0 94.0 102.0 44.0 157.0 92.0 74.0 115.0 87.0 134.0 77.0 0.0 74.0 30.0
78.0 85.0 90.0 75.0 48.0 61.0 102.0 12.0 99.0 96.0 95.0 109.0 34.0 54.0 129.0 86.0 97.0 74.0 0.0 59.0
42.0 140.0 92.0 91.0 136.0 127.0 188.0 168.0 77.0 125.0 86.0 56.0 122.0 148.0 87.0 82.0 75.0 30.0 59.0 0.0
0.0 163.0 109.0 119.0 58.0 83.0 75.0 17.0 150.0 136.0 89.0 124.0 103.0 25.0 164.0 118.0 81.0 143.0 89.0 114.0
163.0 0.0 143.0 48.0 61.0 132.0 145.0 142.0 121.0 35.0 78.0 122.0 2.0 107.0 136.0 109.0 122.0 63.0 75.0 161.0
109.0 143.0 0.0 84.0 86.0 49.0 51.0 52.0 119.0 72.0 18.0 75.0 130.0 119.0 23.0 91.0 92.0 112.0 109.0 124.0
119.0 48.0 84.0 0.0 66.0 77.0 68.0 21.0 45.0 79.0 127.0 121.0 71.0 143.0 112.0 97.0 106.0 140.0 90.0 87.0
58.0 61.0 86.0 66.0 0.0 25.0 120.0 122.0 44.0 153.0 97.0 78.0 128.0 62.0 141.0 103.0 59.0 135.0 77.0 163.0
83.0 132.0 49.0 77.0 25.0 0.0 129.0 101.0 94.0 143.0 45.0 131.0 123.0 65.0 61.0 157.0 110.0 118.0 43.0 12.0
75.0 145.0 51.0 68.0 120.0 129.0 0.0 80.0 178.0 50.0 103.0 142.0 28.0 53.0 134.0 0.0 90.0 17.0 0.0 130.0
17.0 142.0 52.0 21.0 122.0 101.0 80.0 0.0 179.0 140.0 140.0 90.0 18.0 8.0 36.0 94.0 159.0 82.0 39.0 57.0
150.0 121.0 119.0 45.0 44.0 94.0 178.0 179.0 0.0 59.0 25.0 64.0 122.0 135.0 157.0 0.0 73.0 107.0 69.0 60.0
136.0 35.0 72.0 79.0 153.0 143.0 50.0 140.0 59.0 0.0 52.0 86.0 106.0 35.0 76.0 111.0 153.0 64.0 62.0 8.0
89.0 78.0 18.0 127.0 97.0 45.0 103.0 140.0 25.0 52.0 0.0 6.0 105.0 102.0 142.0 49.0 177.0 134.0 154.0 82.0
124.0 122.0 75.0 121.0 78.0 131.0 142.0 90.0 64.0 86.0 6.0 0.0 167.0 64.0 45.0 108.0 166.0 123.0 99.0 27.0
103.0 2.0 130.0 71.0 128.0 123.0 28.0 18.0 122.0 106.0 105.0 167.0 0.0 37.0 74.0 104.0 102.0 68.0 138.0 33.0
25.0 107.0 119.0 143.0 62.0 65.0 53.0 8.0 135.0 35.0 102.0 64.0 37.0 0.0 110.0 109.0 161.0 166.0 52.0 85.0
164.0 136.0 23.0 112.0 141.0 61.0 134.0 36.0 157.0 76.0 142.0 45.0 74.0 110.0 0.0 112.0 90.0 7.0 51.0 121.0
118.0 109.0 91.0 97.0 103.0 157.0 0.0 94.0 0.0 111.0 49.0 108.0 104.0 109.0 112.0 0.0 11.0 163.0 107.0 32.0
81.0 122.0 92.0 106.0 59.0 110.0 90.0 159.0 73.0 153.0 177.0 166.0 102.0 161.0 90.0 11.0 0.0 85.0 126.0 92.0
143.0 63.0 112.0 140.0 135.0 118.0 17.0 82.0 107.0 64.0 134.0 123.0 68.0 166.0 7.0 163.0 85.0 0.0 140.0 152.0
89.0 75.0 109.0 90.0 77.0 43.0 0.0 39.0 69.0 62.0 154.0 99.0 138.0 52.0 51.0 107.0 126.0 140.0 0.0 110.0
114.0 161.0 124.0 87.0 163.0 12.0 130.0 57.0 60.0 8.0 82.0 27.0 33.0 85.0 121.0 32.0 92.0 152.0 110.0 0.0
